CFIHOS unique code,UNECE code,unit of measure name,unit of measure symbol,unit of measure dimension code CFIHOS unique code,unit of measure dimension code,unit of measure dimension name,measurement system code CFIHOS unique code,measurement system code,unit of measure synonym name
CFIHOS-65001072,,standard atmosphere per hundred metre,atm/hm,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001073,P83,standard atmosphere per metre,atm/m,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001074,,bar per kilometre,bar/km,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001075,,bar per metre,bar/m,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001076,,gigapascal per centimetre,GPa/cm,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001077,,kilopascal per hectometre,kPa/hm,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001078,P81,kilopascal per metre,kPa/m,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001079,,pound-force per cubic foot,lbf/ft3,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001080,,pound-force per US gallon,lbf/gal[US],CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001081,,megapascal per metre,MPa/m,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001082,H42,pascal per metre,Pa/m,CFIHOS-45000094,FORCPV,force per volume,CFIHOS-60001649,SI,
CFIHOS-65001083,,psi per foot,psi/ft,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001084,,psi per metre,psi/m,CFIHOS-45000094,FORCPV,force per volume,,,
CFIHOS-65001085,,pound-mass per thousand barrel,0.001 lbm/bbl,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001086,,pound-mass per thousand UK gallon,0.001 lbm/gal[UK],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001087,,pound-mass per thousand US gallon,0.001 lbm/gal[US],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001088,,grain per hundred cubic foot,0.01 grain/ft3,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001089,,pound-mass per ten barrel,0.1 lbm/bbl,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001090,,ten thousand kilogram per cubic metre,10 Mg/m3,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001091,23,gram per cubic centimetre,g/cm3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001092,F23,gram per cubic decimetre,g/dm3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001093,,gram per UK gallon,g/gal[UK],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001094,,gram per US gallon,g/gal[US],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001095,GL,gram per litre,g/L,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001096,A93,gram per cubic metre,g/m3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001097,,grain per cubic foot,grain/ft3,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001098,,grain per US gallon,grain/gal[US],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001099,B34,kilogram per cubic decimetre,kg/dm3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001100,B35,kilogram per litre,kg/L,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001101,,pound-mass per barrel,lbm/bbl,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001102,,pound-mass per UK gallon,lbm/gal[UK],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001103,,pound-mass per US gallon,lbm/gal[US],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001104,,pound-mass per cubic inch,lbm/in3,CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001105,,milligram per cubic decimetre,mg/dm3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001106,,milligram per US gallon,mg/gal[US],CFIHOS-45000002,DENSI,density,,,
CFIHOS-65001107,M1,milligram per litre,mg/L,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001108,B72,megagram per cubic metre,Mg/m3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001109,GP,milligram per cubic metre,mg/m3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001110,D41,tonne per cubic metre,t/m3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001111,,microgram per cubic centimetre,ug/cm3,CFIHOS-45000002,DENSI,density,CFIHOS-60001649,SI,
CFIHOS-65001112,,kilogram per metre to the fourth power,kg/m4,CFIHOS-45000134,MPVPL,(mass per volume) per length,CFIHOS-60001649,SI,
CFIHOS-65001113,,gram per centimetre to the fourth power,g/cm4,CFIHOS-45000134,MPVPL,(mass per volume) per length,CFIHOS-60001649,SI,
CFIHOS-65001114,,kilogram per decimetre to the fourth power,kg/dm4,CFIHOS-45000134,MPVPL,(mass per volume) per length,CFIHOS-60001649,SI,
CFIHOS-65001115,,pound-mass per UK gallon foot,lbm/(gal[UK].ft),CFIHOS-45000134,MPVPL,(mass per volume) per length,,,
CFIHOS-65001116,,pound-mass per US gallon foot,lbm/(gal[US].ft),CFIHOS-45000134,MPVPL,(mass per volume) per length,,,
CFIHOS-65001117,,pound-mass per foot to the fourth power,lbm/ft4,CFIHOS-45000134,MPVPL,(mass per volume) per length,,,
CFIHOS-65001118,,pascal second squared per cubic metre,Pa.s2/m3,CFIHOS-45000134,MPVPL,(mass per volume) per length,CFIHOS-60001649,SI,
CFIHOS-65001119,C66,pascal second per cubic metre,Pa.s/m3,CFIHOS-45000144,PTPERV,pressure time per volume,CFIHOS-60001649,SI,
CFIHOS-65001120,,psi day per barrel,psi.d/bbl,CFIHOS-45000144,PTPERV,pressure time per volume,,,
CFIHOS-65001121,,pascal per cubic metre,Pa/m3,CFIHOS-45000139,PPERV,pressure per volume,CFIHOS-60001649,SI,
CFIHOS-65001122,,psi squared day per centipoise cubic foot,psi2.d/(cP.ft3),CFIHOS-45000139,PPERV,pressure per volume,,,
CFIHOS-65001123,89,poise,P,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001124,N37,kilogram per metre second,kg/(m.s),CFIHOS-45000133,MPTPL,(mass per time) per length,CFIHOS-60001649,SI,
CFIHOS-65001125,C65,pascal second,Pa.s,CFIHOS-45000133;CFIHOS-45000004,MPTPL;VISDYN,(mass per time) per length;dynamic viscosity,CFIHOS-60001649,SI,
CFIHOS-65001126,,pound-mass per hour foot,lbm/(ft.h),CFIHOS-45000133,MPTPL,(mass per time) per length,,,
CFIHOS-65001127,,pound-mass per second foot,lbm/(ft.s),CFIHOS-45000133,MPTPL,(mass per time) per length,,,
CFIHOS-65001128,,dyne second per square centimetre,dyne.s/cm2,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001129,,thousand gram-force second per square metre,kgf.s/m2,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001130,K91,pound-force second per square foot,lbf.s/ft2,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001131,K92,pound-force second per square inch,lbf.s/in2,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001132,N36,newton second per square metre,N.s/m2,CFIHOS-45000004,VISDYN,dynamic viscosity,CFIHOS-60001649,SI,
CFIHOS-65001133,,psi second,psi.s,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001134,,decipoise,dP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001135,,exapoise,EP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001136,,femtopoise,fP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001137,,gigapoise,GP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001138,,kilopoise,kP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001139,,millipoise,mP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001140,,megapoise,MP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001141,,nanopoise,nP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001142,,picopoise,pP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001143,,terapoise,TP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001144,J32,micropoise,uP,CFIHOS-45000004,VISDYN,dynamic viscosity,,,
CFIHOS-65001145,PAL,pascal,Pa,CFIHOS-45000007;CFIHOS-45000017,ECURR;PRESS,electrical current / amperage;pressure,CFIHOS-60001649,SI,
CFIHOS-65001146,ATT,technical atmosphere,at,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001147,ATM,standard atmosphere,atm,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001148,,bar,bar,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001149,,centimetre of water at 4 degree Celsius,cmH2O[4degC],CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001150,,inch of water at 39.2 degree Fahrenheit,inH2O[39degF],CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001151,,Billion tonnes of CO2 equivalent,GtCO2e,CFIHOS-45000085,EMISS,carbon dioxide equivalent emissions,,,
CFIHOS-65001152,,inch of mercury at 32 degree Fahrenheit,inHg[32degF],CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001153,,inch of mercury at 60 degree Fahrenheit,inHg[60degF],CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001154,,millimetres of Mercury at 0 deg C,mmHg[0degC],CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001155,PS,pound-force per square inch,psi,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001156,UA,torr,torr,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001157,,micrometre of mercury at 0 degree Celsius,umHg[0degC],CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001158,B8,joule per cubic metre,J/m3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001159,,BTU per barrel,Btu[IT]/bbl,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001160,B0,BTU per cubic foot,Btu[IT]/ft3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001161,,BTU per UK gallon,Btu[IT]/gal[UK],CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001162,,BTU per US gallon,Btu[IT]/gal[US],CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001163,92,calorie per cubic centimetre,cal[th]/cm3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001164,,calorie per millilitre,cal[th]/mL,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001165,,calorie per cubic millimetre,cal[th]/mm3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001166,A60,erg per cubic centimetre,erg/cm3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001167,,erg per cubic metre,erg/m3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001168,,horsepower hour per barrel,hp.h/bbl,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001169,,joule per cubic decimetre,J/dm3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001170,,thousand calorie per cubic centimetre,kcal[th]/cm3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001171,,thousand calorie per cubic metre,kcal[th]/m3,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001172,,kilojoule per cubic decimetre,kJ/dm3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001173,,kilojoule per cubic metre,kJ/m3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001174,,kilowatt hour per cubic decimetre,kW.h/dm3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001175,E46,kilowatt hour per cubic metre,kW.h/m3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001176,,foot pound-force per barrel,lbf.ft/bbl,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001177,,foot pound-force per US gallon,lbf.ft/gal[US],CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001178,JM,megajoule per cubic metre,MJ/m3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001179,,megawatt hour per cubic metre,MW.h/m3,CFIHOS-45000090,EPERV,energy per volume,CFIHOS-60001649,SI,
CFIHOS-65001180,,US ton-force mile per barrel,tonf[US].mi/bbl,CFIHOS-45000090,EPERV,energy per volume,,,
CFIHOS-65001181,,pound-force per hundred square foot,0.01 lbf/ft2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001182,D9,dyne per square centimetre,dyne/cm2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001183,,thousand gram-force per square centimetre,kgf/cm2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001184,,thousand gram-force per square metre,kgf/m2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001185,,thousand gram-force per square millimetre,kgf/mm2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001186,KNM,kilonewton per square metre,kN/m2,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001187,K85,pound-force per square foot,lbf/ft2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001188,C55,newton per square metre,N/m2,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001189,C56,newton per square millimetre,N/mm2,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001190,,UK ton-force per square foot,tonf[UK]/ft2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001191,,US ton-force per square foot,tonf[US]/ft2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001192,,US ton-force per square inch,tonf[US]/in2,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001193,,centipascal,cPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001194,,decipascal,dPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001195,,exapascal,EPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001196,,femtopascal,fPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001197,A89,gigapascal,GPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001198,,hundred bar,hbar,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001199,KPA,kilopascal,kPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001200,,thousand psi,kpsi,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001201,,thousandth of bar,mbar,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001202,74,millipascal,mPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001203,MPA,megapascal,MPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001204,,million psi,Mpsi,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001205,,nanopascal,nPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001206,,picopascal,pPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001207,,terapascal,TPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001208,,millionth of bar,ubar,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001209,B96,micropascal,uPa,CFIHOS-45000017,PRESS,pressure,CFIHOS-60001649,SI,
CFIHOS-65001210,,millionth of psi,upsi,CFIHOS-45000017,PRESS,pressure,,,
CFIHOS-65001211,,pascal per second,Pa/s,CFIHOS-45000018,PRESRT,pressure rate change,CFIHOS-60001649,SI,
CFIHOS-65001212,,pascal squared per pascal second,Pa2/(Pa.s),CFIHOS-45000143,PSPVIS,pressure squared per (force time per area),CFIHOS-60001649,SI,
CFIHOS-65001213,H47,watt per cubic metre,W/m3,CFIHOS-45000147,PWPERV,power per volume,CFIHOS-60001649,SI,
CFIHOS-65001214,,standard atmosphere per hour,atm/h,CFIHOS-45000018,PRESRT,pressure rate change,,,
CFIHOS-65001215,,kilopascal per hour,kPa/h,CFIHOS-45000018,PRESRT,pressure rate change,CFIHOS-60001649,SI,
CFIHOS-65001216,,kilopascal per min,kPa/min,CFIHOS-45000018,PRESRT,pressure rate change,CFIHOS-60001649,SI,
CFIHOS-65001217,,megapascal per hour,MPa/h,CFIHOS-45000018,PRESRT,pressure rate change,CFIHOS-60001649,SI,
CFIHOS-65001218,,pascal per hour,Pa/h,CFIHOS-45000018,PRESRT,pressure rate change,CFIHOS-60001649,SI,
CFIHOS-65001219,,psi per hour,psi/h,CFIHOS-45000018,PRESRT,pressure rate change,,,
CFIHOS-65001220,,psi per minute,psi/min,CFIHOS-45000018,PRESRT,pressure rate change,,,
CFIHOS-65001221,,kilopascal squared per thousand centipoise,0.001 kPa2/cP,CFIHOS-45000143,PSPVIS,pressure squared per (force time per area),,,
CFIHOS-65001222,,bar squared per centipoise,bar2/cP,CFIHOS-45000143,PSPVIS,pressure squared per (force time per area),,,
CFIHOS-65001223,,kilopascal squared per centipoise,kPa2/cP,CFIHOS-45000143,PSPVIS,pressure squared per (force time per area),,,
CFIHOS-65001224,,psi squared per centipoise,psi2/cP,CFIHOS-45000143,PSPVIS,pressure squared per (force time per area),,,
CFIHOS-65001225,,BTU per hour cubic foot,Btu[IT]/(h.ft3),CFIHOS-45000147,PWPERV,power per volume,,,
CFIHOS-65001226,,(BTU per second) per cubic foot,Btu[IT]/(s.ft3),CFIHOS-45000147,PWPERV,power per volume,,,
CFIHOS-65001227,,calorie per hour cubic centimetre,cal[th]/(h.cm3),CFIHOS-45000147,PWPERV,power per volume,,,
CFIHOS-65001228,,calorie per second cubic centimetre,cal[th]/(s.cm3),CFIHOS-45000147,PWPERV,power per volume,,,
CFIHOS-65001229,,horsepower per cubic foot,hp/ft3,CFIHOS-45000147,PWPERV,power per volume,,,
CFIHOS-65001230,,kilowatt per cubic metre,kW/m3,CFIHOS-45000147,PWPERV,power per volume,CFIHOS-60001649,SI,
CFIHOS-65001231,,microwatt per cubic metre,uW/m3,CFIHOS-45000147,PWPERV,power per volume,CFIHOS-60001649,SI,
CFIHOS-65001232,D74,kilogram per mole,kg/mol,CFIHOS-45000130,MOLWT,molecular weight,CFIHOS-60001649,SI,
CFIHOS-65001233,A94,gram per mole,g/mol,CFIHOS-45000130,MOLWT,molecular weight,CFIHOS-60001649,SI,
CFIHOS-65001234,,pound-mass per pound-mole,lbm/lbmol,CFIHOS-45000130,MOLWT,molecular weight,,,
CFIHOS-65001235,,watt per square metre steradian,W/(m2.sr),CFIHOS-45000151,RADICE,radiance,CFIHOS-60001649,SI,
CFIHOS-65001236,,million pound-mass per julian-year,1E6 lbm/a,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001237,F29,gram per second,g/s,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001238,F30,kilogram per day,kg/d,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001239,,kilogram per min,kg/min,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001240,,pound-mass per day,lbm/d,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001241,,pound-mass per hour,lbm/h,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001242,,pound-mass per minute,lbm/min,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001243,,megagram per julian-year,Mg/a,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001244,,megagram per day,Mg/d,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001245,2V,megagram per hour,Mg/h,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001246,,megagram per minute,Mg/min,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001247,,tonne per julian-year,t/a,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001248,L71,tonne per day,t/d,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001249,E18,tonne per hour,t/h,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001250,L78,tonne per minute,t/min,CFIHOS-45000014,MASFLO,mass flow rate,CFIHOS-60001649,SI,
CFIHOS-65001251,,UK ton-mass per julian-year,ton[UK]/a,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001252,,UK ton-mass per day,ton[UK]/d,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001253,,UK ton-mass per hour,ton[UK]/h,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001254,,UK ton-mass per minute,ton[UK]/min,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001255,,US ton-mass per julian-year,ton[US]/a,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001256,,US ton-mass per day,ton[US]/d,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001257,,US ton-mass per hour,ton[US]/h,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001258,,US ton-mass per minute,ton[US]/min,CFIHOS-45000014,MASFLO,mass flow rate,,,
CFIHOS-65001259,B13,joule per square metre,J/m2,CFIHOS-45000087,ENPERA,energy per area,CFIHOS-60001649,SI,
CFIHOS-65001260,,erg per square centimetre,erg/cm2,CFIHOS-45000087,ENPERA,energy per area,,,
CFIHOS-65001261,E43,joule per square centimetre,J/cm2,CFIHOS-45000087,ENPERA,energy per area,CFIHOS-60001649,SI,
CFIHOS-65001262,,thousand gram-force metre per square centimetre,kgf.m/cm2,CFIHOS-45000087,ENPERA,energy per area,,,
CFIHOS-65001263,,foot pound-force per square inch,lbf.ft/in2,CFIHOS-45000087,ENPERA,energy per area,,,
CFIHOS-65001264,,millijoule per square centimetre,mJ/cm2,CFIHOS-45000087,ENPERA,energy per area,CFIHOS-60001649,SI,
CFIHOS-65001265,,millijoule per square metre,mJ/m2,CFIHOS-45000087,ENPERA,energy per area,CFIHOS-60001649,SI,
CFIHOS-65001266,,pound-force per hundred foot,0.01 lbf/ft,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001267,,pound-force per thirty metre,1/30 lbf/m,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001268,,newton per thirty metre,1/30 N/m,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001269,DX,dyne per centimetre,dyne/cm,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001270,,thousand gram-force per centimetre,kgf/cm,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001271,N31,kilonewton per metre,kN/m,CFIHOS-45000095,FORPL,force per length,CFIHOS-60001649,SI,
CFIHOS-65001272,F17,pound-force per foot,lbf/ft,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001273,F48,pound-force per inch,lbf/in,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001274,,millinewton per kilometre,mN/km,CFIHOS-45000095,FORPL,force per length,CFIHOS-60001649,SI,
CFIHOS-65001275,C22,millinewton per metre,mN/m,CFIHOS-45000095,FORPL,force per length,CFIHOS-60001649,SI,
CFIHOS-65001276,,poundal per centimetre,pdl/cm,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001277,,UK ton-force per foot,tonf[UK]/ft,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001278,,US ton-force per foot,tonf[US]/ft,CFIHOS-45000095,FORPL,force per length,,,
CFIHOS-65001279,D54,watt per square metre,W/m2,CFIHOS-45000145,PWPERA,power per area,CFIHOS-60001649,SI,
CFIHOS-65001280,,(BTU per hour) per square foot,Btu[IT]/(h.ft2),CFIHOS-45000145,PWPERA,power per area,,,
CFIHOS-65001281,,BTU per second square foot,Btu[IT]/(s.ft2),CFIHOS-45000145,PWPERA,power per area,,,
CFIHOS-65001282,,calorie per hour square centimetre,cal[th]/(h.cm2),CFIHOS-45000145,PWPERA,power per area,,,
CFIHOS-65001283,,horsepower per square inch,hp/in2,CFIHOS-45000145,PWPERA,power per area,,,
CFIHOS-65001284,,hydraulic-horsepower per square inch,hp[hyd]/in2,CFIHOS-45000145,PWPERA,power per area,,,
CFIHOS-65001285,,kilowatt per square centimetre,kW/cm2,CFIHOS-45000145,PWPERA,power per area,CFIHOS-60001649,SI,
CFIHOS-65001286,,kilowatt per square metre,kW/m2,CFIHOS-45000145,PWPERA,power per area,CFIHOS-60001649,SI,
CFIHOS-65001287,C32,milliwatt per square metre,mW/m2,CFIHOS-45000145,PWPERA,power per area,CFIHOS-60001649,SI,
CFIHOS-65001288,,millionth of calorie per second square centimetre,ucal[th]/(s.cm2),CFIHOS-45000145,PWPERA,power per area,,,
CFIHOS-65001289,,watt per square centimetre,W/cm2,CFIHOS-45000145,PWPERA,power per area,CFIHOS-60001649,SI,
CFIHOS-65001290,,watt per square millimetre,W/mm2,CFIHOS-45000145,PWPERA,power per area,CFIHOS-60001649,SI,
CFIHOS-65001291,,gigapascal squared,GPa2,CFIHOS-45000140,PRESQ,pressure squared,CFIHOS-60001649,SI,
CFIHOS-65001292,,kilopascal squared,kPa2,CFIHOS-45000140,PRESQ,pressure squared,CFIHOS-60001649,SI,
CFIHOS-65001293,,(thousand psi) squared,kpsi2,CFIHOS-45000140,PRESQ,pressure squared,,,
CFIHOS-65001294,,pascal squared,Pa2,CFIHOS-45000140,PRESQ,pressure squared,CFIHOS-60001649,SI,
CFIHOS-65001295,,bar squared,bar2,CFIHOS-45000140,PRESQ,pressure squared,CFIHOS-60001649,SI,
CFIHOS-65001296,,psi squared,psi2,CFIHOS-45000140,PRESQ,pressure squared,,,
CFIHOS-65001297,,gram-mole,mol,CFIHOS-45000051,AMSUB,amount of substance,CFIHOS-60001649,SI,
CFIHOS-65001298,,pound-mass-mole,lbmol,CFIHOS-45000051,AMSUB,amount of substance,,,
CFIHOS-65001299,,kilogram-mole,kmol,CFIHOS-45000051,AMSUB,amount of substance,CFIHOS-60001649,SI,
CFIHOS-65001300,,milligram-mole,mmol,CFIHOS-45000051,AMSUB,amount of substance,CFIHOS-60001649,SI,
CFIHOS-65001301,,microgram-mole,umol,CFIHOS-45000051,AMSUB,amount of substance,CFIHOS-60001649,SI,
CFIHOS-65001302,,gram-mole per square metre,mol/m2,CFIHOS-45000047,AMSPA,amount of substance per area,CFIHOS-60001649,SI,
CFIHOS-65001303,,gram-mole per second square metre,mol/(s.m2),CFIHOS-45000166,AMSPTA,(amount of substance per time) per area,CFIHOS-60001649,SI,
