equipment class CFIHOS unique code,equipment class name,property CFIHOS unique code,property name,property relevant for equipment indicator,property relevant for model / part indicator,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000105,analyser element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000105,analyser element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000397,antenna,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000516,axial compressor,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000115,external maximum allowable working pressure new and cold,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000188,internal maximum allowable working pressure new and cold,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000524,rated power consumption,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-60001458,kilowatt
CFIHOS-30000516,axial compressor,CFIHOS-40000332,rated speed,Yes,,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000516,axial compressor,CFIHOS-40000567,seal type,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000569,trip speed,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000453,upper limit allowable speed,Yes,,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000516,axial compressor,CFIHOS-40000571,upper limit allowable temperature,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000596,trim type,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000472,upper limit operating mass flow rate,Yes,,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000806,ball control valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000606,rated input current,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000604,rated input voltage,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000607,rated output current,Yes,,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000523,rated output power,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000328,rated output voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000319,battery charger,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000588,seat design type,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000589,stem sealing type,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000593,temperature rating,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000570,upper limit allowable pressure,Yes,,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000590,valve operator type,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000098,bearing lubrication,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000494,dry weight,Yes,,CFIHOS-60001449,kilogram,CFIHOS-60001413,pound-mass
CFIHOS-30000518,blower,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000518,blower,CFIHOS-40000278,normal operating outlet pressure,Yes,,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000518,blower,CFIHOS-40000293,normal volume flow rate,Yes,,CFIHOS-60001463,cubic metre per hour,CFIHOS-60001422,US gallon per minute
CFIHOS-30000518,blower,CFIHOS-40000524,rated power consumption,Yes,,CFIHOS-60001458,kilowatt,CFIHOS-60001458,kilowatt
