CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number
CFIHOS-95000150,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-438,External axial loading on the motor shaft end,
CFIHOS-95000151,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-15,External axial loading on motor shaft end,
CFIHOS-95000152,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-112,External radial loading on the motor shaft end,
CFIHOS-95000153,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-112,External radial loading on the motor shaft end,
CFIHOS-95000154,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-442,External radial loading on the motor shaft end,
CFIHOS-95000155,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-437,External radial loading on the motor shaft end,
CFIHOS-95000156,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-14,External radial loading on motor shaft end,
CFIHOS-95000157,CFIHOS-30000805,alternating current motor,CFIHOS-40001390,fan impeller material,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-66,Fan material,
CFIHOS-95000158,CFIHOS-30000805,alternating current motor,CFIHOS-40001335,fine balancing above rated speed requirements,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-193,Fine balancing above rated speed,
CFIHOS-95000159,CFIHOS-30000805,alternating current motor,CFIHOS-40000901,first lateral critical speed,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-575,First lateral critical speed,
CFIHOS-95000160,CFIHOS-30000805,alternating current motor,CFIHOS-40000901,first lateral critical speed,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-540,First lateral critical speed,
CFIHOS-95000161,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-106,Frame size,
CFIHOS-95000162,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-106,Frame size,
CFIHOS-95000163,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-435,Frame size,
CFIHOS-95000164,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-430,Frame size,
CFIHOS-95000165,CFIHOS-30000805,alternating current motor,CFIHOS-40000134,frame size,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-8,Frame size,
CFIHOS-95000166,CFIHOS-30000805,alternating current motor,CFIHOS-40000864,full load current,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-116,Full load current (FLC),
CFIHOS-95000167,CFIHOS-30000805,alternating current motor,CFIHOS-40000864,full load current,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-116,Full load current (FLC),
CFIHOS-95000168,CFIHOS-30000805,alternating current motor,CFIHOS-40000864,full load current,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-18,Full load current (FLC),
CFIHOS-95000169,CFIHOS-30000805,alternating current motor,CFIHOS-40001384,grease specification,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-160,Grease,
CFIHOS-95000170,CFIHOS-30000805,alternating current motor,CFIHOS-40001349,heat exchanger tubing material specification,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-566,System material specification,
CFIHOS-95000171,CFIHOS-30000805,alternating current motor,CFIHOS-40001349,heat exchanger tubing material specification,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-531,System material specification,
CFIHOS-95000172,CFIHOS-30000805,alternating current motor,CFIHOS-40000907,hot air temperature at rated power,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-616,Hot air temperature at rated power,
CFIHOS-95000173,CFIHOS-30000805,alternating current motor,CFIHOS-40000907,hot air temperature at rated power,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-578,Hot air temperature at rated power,
CFIHOS-95000174,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-125,Impact protection,
CFIHOS-95000175,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-125,Impact protection,
CFIHOS-95000176,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-457,Impact protection,
CFIHOS-95000177,CFIHOS-30000805,alternating current motor,CFIHOS-40000951,impact protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-452,Impact protection,
CFIHOS-95000178,CFIHOS-30000805,alternating current motor,CFIHOS-40001193,impeller material,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-164,Fan impeller material,
CFIHOS-95000179,CFIHOS-30000805,alternating current motor,CFIHOS-40001193,impeller material,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-164,Fan impeller material,
CFIHOS-95000180,CFIHOS-30000805,alternating current motor,CFIHOS-40001362,impulse voltage insulation class,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-455,Impulse voltage insulation class,
CFIHOS-95000181,CFIHOS-30000805,alternating current motor,CFIHOS-40001363,impulse voltage repetition rate,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-456,Impulse voltage repetition rate,
CFIHOS-95000182,CFIHOS-30000805,alternating current motor,CFIHOS-40000912,impulse voltage rise time,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-460,Impulse voltage rise time,
CFIHOS-95000183,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-124,Motor enclosure ingress protection,
CFIHOS-95000184,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-167,Ingress protection of all terminal box(es),
CFIHOS-95000185,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-124,Motor enclosure ingress protection,
CFIHOS-95000186,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-167,Ingress protection of all terminal box(es),
CFIHOS-95000187,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-456,Minimum motor enclosure ingress protection,
CFIHOS-95000188,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-528,Minimum ingress protection of all terminal box(es),
CFIHOS-95000189,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-529,Confirmation of ingress protection of all terminal box(es),
CFIHOS-95000190,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-451,Minimum motor enclosure ingress protection,
CFIHOS-95000191,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-495,Minimum ingress protection of all terminal box(es),
CFIHOS-95000192,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-496,Confirmation of ingress protection of all terminal box(es),
CFIHOS-95000193,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-138,Enclosure ingress protection,
CFIHOS-95000194,CFIHOS-30000805,alternating current motor,CFIHOS-40000173,ingress protection,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-69,Ingress protection of terminal boxes,
CFIHOS-95000195,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-173,Internal clearance,
CFIHOS-95000196,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-173,Internal clearance,
CFIHOS-95000197,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-554,Internal clearance,
CFIHOS-95000198,CFIHOS-30000805,alternating current motor,CFIHOS-40001326,internal bearing clearance,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-520,Internal clearance,
CFIHOS-95000199,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-168(b),junction box cable entry size,
CFIHOS-95000200,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-168(b),junction box cable entry size,
CFIHOS-95000201,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-532(b),junction box cable entry size,
CFIHOS-95000202,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-537,Space heater terminal box cable entries,
CFIHOS-95000203,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-539(b),junction box cable entry size,
CFIHOS-95000204,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-540(b),junction box cable entry size,
CFIHOS-95000205,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-541(b),junction box cable entry size,
CFIHOS-95000206,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-499(b),junction box cable entry size,
CFIHOS-95000207,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-503,Space heater terminal box cable entries,
CFIHOS-95000208,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-505(b),junction box cable entry size,
CFIHOS-95000209,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-506(b),junction box cable entry size,
CFIHOS-95000210,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-507(b),junction box cable entry size,
CFIHOS-95000211,CFIHOS-30000805,alternating current motor,CFIHOS-40000890,junction box cable entry size,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-70(b),junction box cable entry size,
CFIHOS-95000212,CFIHOS-30000805,alternating current motor,CFIHOS-40001339,junction box cable entry type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-532(c),junction box cable entry type,
CFIHOS-95000213,CFIHOS-30000805,alternating current motor,CFIHOS-40001339,junction box cable entry type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-601,Line conductor terminal box cable entry type,
CFIHOS-95000214,CFIHOS-30000805,alternating current motor,CFIHOS-40001339,junction box cable entry type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-499(c),junction box cable entry type,
CFIHOS-95000215,CFIHOS-30000805,alternating current motor,CFIHOS-40001339,junction box cable entry type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-562,Line conductor terminal box cable entry type,
CFIHOS-95000216,CFIHOS-30000805,alternating current motor,CFIHOS-40000198,junction box construction material,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-125,Main terminal box material,
CFIHOS-95000217,CFIHOS-30000805,alternating current motor,CFIHOS-40001324,junction box location,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-166,Location,
CFIHOS-95000218,CFIHOS-30000805,alternating current motor,CFIHOS-40001324,junction box location,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-166,Location,
CFIHOS-95000219,CFIHOS-30000805,alternating current motor,CFIHOS-40001324,junction box location,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-531,Line conductor terminal box location,
CFIHOS-95000220,CFIHOS-30000805,alternating current motor,CFIHOS-40001324,junction box location,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-498,Line conductor terminal box location,
CFIHOS-95000221,CFIHOS-30000805,alternating current motor,CFIHOS-40001324,junction box location,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-68,Position,
CFIHOS-95000222,CFIHOS-30000805,alternating current motor,CFIHOS-40001327,junction box required,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-177,Separate terminal box,
CFIHOS-95000223,CFIHOS-30000805,alternating current motor,CFIHOS-40001327,junction box required,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-177,Separate terminal box,
CFIHOS-95000224,CFIHOS-30000805,alternating current motor,CFIHOS-40001327,junction box required,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-536,Star point terminal box required,
CFIHOS-95000225,CFIHOS-30000805,alternating current motor,CFIHOS-40001327,junction box required,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-502,Star point terminal box required,
CFIHOS-95000226,CFIHOS-30000805,alternating current motor,CFIHOS-40001327,junction box required,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-164,Instrumentation terminal box,
CFIHOS-95000227,CFIHOS-30000805,alternating current motor,CFIHOS-40001327,junction box required,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-79,Space heater terminal box,
CFIHOS-95000228,CFIHOS-30000805,alternating current motor,CFIHOS-40001340,line conductor cable type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-533(b),line conductor cable type,
CFIHOS-95000229,CFIHOS-30000805,alternating current motor,CFIHOS-40001340,line conductor cable type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-500(b),line conductor cable type,
CFIHOS-95000230,CFIHOS-30000805,alternating current motor,CFIHOS-40001366,line conductor terminal box type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-530,Line conductor terminal box type,
CFIHOS-95000231,CFIHOS-30000805,alternating current motor,CFIHOS-40001366,line conductor terminal box type,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-497,Line conductor terminal box type,
CFIHOS-95000232,CFIHOS-30000805,alternating current motor,CFIHOS-40000874,locked-rotor power factor at 100% rated voltage,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-142,Declared locked-rotor power factor at 100% rated voltage,
CFIHOS-95000233,CFIHOS-30000805,alternating current motor,CFIHOS-40000874,locked-rotor power factor at 100% rated voltage,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-484,Declared locked-rotor power factor at 100 % rated voltage,
CFIHOS-95000234,CFIHOS-30000805,alternating current motor,CFIHOS-40000892,locked-rotor torque in % of full load torque at 100% of rated voltage,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-482,Declared locked-rotor torque at 100 % rated voltage,
CFIHOS-95000235,CFIHOS-30000805,alternating current motor,CFIHOS-40000893,locked-rotor torque in % of full load torque at 80% of rated voltage,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-483,Declared locked-rotor torque at 80 % rated voltage,
CFIHOS-95000236,CFIHOS-30000805,alternating current motor,CFIHOS-40000894,locked-rotor withstand time (hot/cold) at 100 % rated voltage,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-486,Locked-rotor withstand time (hot/cold) at 100 % rated voltage,
CFIHOS-95000237,CFIHOS-30000805,alternating current motor,CFIHOS-40000895,locked-rotor withstand time (hot/cold) at 80 % rated voltage,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-487,Locked-rotor withstand time (hot/cold) at 80 % rated voltage,
CFIHOS-95000238,CFIHOS-30000805,alternating current motor,CFIHOS-40000502,lower limit allowable rotational speed,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-191,Minimum operating speed,
CFIHOS-95000239,CFIHOS-30000805,alternating current motor,CFIHOS-40000502,lower limit allowable rotational speed,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-93,Minimum operating speed,
CFIHOS-95000240,CFIHOS-30000805,alternating current motor,CFIHOS-40000206,lower limit ambient operating temperature,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-120,Minimum ambient air temperature,
CFIHOS-95000241,CFIHOS-30000805,alternating current motor,CFIHOS-40000206,lower limit ambient operating temperature,CFIHOS-90000068,IOGP S-703:2020,S703-DSE2-120,Minimum ambient air temperature,
CFIHOS-95000242,CFIHOS-30000805,alternating current motor,CFIHOS-40000206,lower limit ambient operating temperature,CFIHOS-90000111,IOGP S-704:2021,S704-DSE1-452,Minimum ambient air temperature,
CFIHOS-95000243,CFIHOS-30000805,alternating current motor,CFIHOS-40000206,lower limit ambient operating temperature,CFIHOS-90000111,IOGP S-704:2021,S704-DSE2-447,Minimum ambient air temperature,
CFIHOS-95000244,CFIHOS-30000805,alternating current motor,CFIHOS-40000206,lower limit ambient operating temperature,CFIHOS-90000318,IOGP S-733:2022,S733-DSE-22,Minimum ambient air temperature,
CFIHOS-95000245,CFIHOS-30000805,alternating current motor,CFIHOS-40001395,lower limit operating frequency,CFIHOS-90000068,IOGP S-703:2020,S703-DSE1-131,Minimum operating frequency limit,
