property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,
CFIHOS-42000394,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000138,S703-FLD-335,Operating performance,CFIHOS-44000094,CFIHOS-30000805,alternating current motor,CFIHOS-40000882,efficiency at 50% rated output,,,,,,,,
CFIHOS-42000438,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000182,S704-FLD-325,Operating performance,CFIHOS-44000095,CFIHOS-30000805,alternating current motor,CFIHOS-40000882,efficiency at 50% rated output,,,,,,,,
CFIHOS-42000493,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000240,S733-FLD-88,Operating performance,CFIHOS-44000096,CFIHOS-30000805,alternating current motor,CFIHOS-40000882,efficiency at 50% rated output,,,,,,,,
CFIHOS-42000394,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000138,S703-FLD-335,Operating performance,CFIHOS-44000097,CFIHOS-30000805,alternating current motor,CFIHOS-40000881,efficiency at 75% rated output,,,,,,,,
CFIHOS-42000438,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000182,S704-FLD-325,Operating performance,CFIHOS-44000098,CFIHOS-30000805,alternating current motor,CFIHOS-40000881,efficiency at 75% rated output,,,,,,,,
CFIHOS-42000493,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000240,S733-FLD-88,Operating performance,CFIHOS-44000099,CFIHOS-30000805,alternating current motor,CFIHOS-40000881,efficiency at 75% rated output,,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000100,CFIHOS-30000805,alternating current motor,CFIHOS-40000918,efficiency at lower limit continuous operating speed,,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000101,CFIHOS-30000805,alternating current motor,CFIHOS-40000926,efficiency at maximum continuous operating speed at maximum torque,,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000102,CFIHOS-30000805,alternating current motor,CFIHOS-40000917,efficiency at upper limit continuous operating speed at upper torque value,,,,,,,,
CFIHOS-42000403,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000147,S703-FLD-344,Cooling,CFIHOS-44000103,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,,,,,,,,
CFIHOS-42000424,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000168,S703-FLD-367,Cooling,CFIHOS-44000104,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,,,,,,,,
CFIHOS-42000441,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000185,S704-FLD-328,Motor construction,CFIHOS-44000105,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,,,,,,,,
CFIHOS-42000468,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000212,S704-FLD-361,Motor construction,CFIHOS-44000106,CFIHOS-30000805,alternating current motor,CFIHOS-40000099,electric motor cooling method,,,,,,,,
CFIHOS-42000390,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000134,S703-FLD-331,Site conditions,CFIHOS-44000107,CFIHOS-30000805,alternating current motor,CFIHOS-40000739,elevation over mean sea level,,,,,,,,
CFIHOS-42000412,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000156,S703-FLD-354,Site conditions,CFIHOS-44000108,CFIHOS-30000805,alternating current motor,CFIHOS-40000739,elevation over mean sea level,,,,,,,,
CFIHOS-42000434,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000178,S704-FLD-321,Site conditions,CFIHOS-44000109,CFIHOS-30000805,alternating current motor,CFIHOS-40000739,elevation over mean sea level,,,,,,,,
CFIHOS-42000461,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000205,S704-FLD-354,Site conditions,CFIHOS-44000110,CFIHOS-30000805,alternating current motor,CFIHOS-40000739,elevation over mean sea level,,,,,,,,
CFIHOS-42000490,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000237,S733-FLD-84,Site conditions,CFIHOS-44000111,CFIHOS-30000805,alternating current motor,CFIHOS-40000739,elevation over mean sea level,,,,,,,,
CFIHOS-42000490,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000237,S733-FLD-84,Site conditions,CFIHOS-44000112,CFIHOS-30000805,alternating current motor,CFIHOS-40001376,environmental corrosiveness,,,,,,,,
CFIHOS-42000390,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000134,S703-FLD-331,Site conditions,CFIHOS-44000113,CFIHOS-30000805,alternating current motor,CFIHOS-40000944,environmental location,,,,,,,,
CFIHOS-42000412,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000156,S703-FLD-354,Site conditions,CFIHOS-44000114,CFIHOS-30000805,alternating current motor,CFIHOS-40000944,environmental location,,,,,,,,
CFIHOS-42000434,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000178,S704-FLD-321,Site conditions,CFIHOS-44000115,CFIHOS-30000805,alternating current motor,CFIHOS-40000944,environmental location,,,,,,,,
CFIHOS-42000461,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000205,S704-FLD-354,Site conditions,CFIHOS-44000116,CFIHOS-30000805,alternating current motor,CFIHOS-40000944,environmental location,,,,,,,,
CFIHOS-42000490,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000237,S733-FLD-84,Site conditions,CFIHOS-44000117,CFIHOS-30000805,alternating current motor,CFIHOS-40000944,environmental location,,,,,,,,
CFIHOS-42000407,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000151,S703-FLD-349,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000118,CFIHOS-30000805,alternating current motor,CFIHOS-40001333,explosion protected atmosphere,,,,,,,,
CFIHOS-42000429,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000173,S703-FLD-372,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000119,CFIHOS-30000805,alternating current motor,CFIHOS-40001333,explosion protected atmosphere,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000120,CFIHOS-30000805,alternating current motor,CFIHOS-40001333,explosion protected atmosphere,,,,,,,,
CFIHOS-42000484,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000228,S704-FLD-382,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000121,CFIHOS-30000805,alternating current motor,CFIHOS-40001333,explosion protected atmosphere,,,,,,,,
CFIHOS-42000407,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000151,S703-FLD-349,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000122,CFIHOS-30000805,alternating current motor,CFIHOS-40000108,explosion protection concept,,,,,,,,
CFIHOS-42000429,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000173,S703-FLD-372,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000123,CFIHOS-30000805,alternating current motor,CFIHOS-40000108,explosion protection concept,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000124,CFIHOS-30000805,alternating current motor,CFIHOS-40000108,explosion protection concept,,,,,,,,
CFIHOS-42000484,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000228,S704-FLD-382,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000125,CFIHOS-30000805,alternating current motor,CFIHOS-40000108,explosion protection concept,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000126,CFIHOS-30000805,alternating current motor,CFIHOS-40001361,explosion protection dust group,,,,,,,,
CFIHOS-42000484,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000228,S704-FLD-382,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000127,CFIHOS-30000805,alternating current motor,CFIHOS-40001361,explosion protection dust group,,,,,,,,
CFIHOS-42000253,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000231,S733-FLD-102,Motors for hazardous locations,CFIHOS-44000128,CFIHOS-30000805,alternating current motor,CFIHOS-40001361,explosion protection dust group,,,,,,,,
CFIHOS-42000407,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000151,S703-FLD-349,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000129,CFIHOS-30000805,alternating current motor,CFIHOS-40000110,explosion protection gas group,,,,,,,,
CFIHOS-42000429,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000173,S703-FLD-372,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000130,CFIHOS-30000805,alternating current motor,CFIHOS-40000110,explosion protection gas group,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000131,CFIHOS-30000805,alternating current motor,CFIHOS-40000110,explosion protection gas group,,,,,,,,
CFIHOS-42000484,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000228,S704-FLD-382,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000132,CFIHOS-30000805,alternating current motor,CFIHOS-40000110,explosion protection gas group,,,,,,,,
CFIHOS-42000253,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000231,S733-FLD-102,Motors for hazardous locations,CFIHOS-44000133,CFIHOS-30000805,alternating current motor,CFIHOS-40000110,explosion protection gas group,,,,,,,,
CFIHOS-42000407,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000151,S703-FLD-349,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000134,CFIHOS-30000805,alternating current motor,CFIHOS-40000111,explosion protection notified body,,,,,,,,
CFIHOS-42000429,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000173,S703-FLD-372,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000135,CFIHOS-30000805,alternating current motor,CFIHOS-40000111,explosion protection notified body,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000136,CFIHOS-30000805,alternating current motor,CFIHOS-40000111,explosion protection notified body,,,,,,,,
CFIHOS-42000484,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000228,S704-FLD-382,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000137,CFIHOS-30000805,alternating current motor,CFIHOS-40000111,explosion protection notified body,,,,,,,,
CFIHOS-42000407,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000151,S703-FLD-349,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000138,CFIHOS-30000805,alternating current motor,CFIHOS-40000112,explosion protection temperature class,,,,,,,,
CFIHOS-42000429,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000173,S703-FLD-372,Motors intended for use in potentially explosive atmospheres,CFIHOS-44000139,CFIHOS-30000805,alternating current motor,CFIHOS-40000112,explosion protection temperature class,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000140,CFIHOS-30000805,alternating current motor,CFIHOS-40000112,explosion protection temperature class,,,,,,,,
CFIHOS-42000484,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000228,S704-FLD-382,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000141,CFIHOS-30000805,alternating current motor,CFIHOS-40000112,explosion protection temperature class,,,,,,,,
CFIHOS-42000253,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000231,S733-FLD-102,Motors for hazardous locations,CFIHOS-44000142,CFIHOS-30000805,alternating current motor,CFIHOS-40000112,explosion protection temperature class,,,,,,,,
CFIHOS-42000253,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000231,S733-FLD-102,Motors for hazardous locations,CFIHOS-44000143,CFIHOS-30000805,alternating current motor,CFIHOS-40000113,explosion protection zone,,,,,,,,
CFIHOS-42000388,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000132,S703-FLD-329,Duty,CFIHOS-44000144,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,,,,,,,,
CFIHOS-42000410,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000154,S703-FLD-352,Duty,CFIHOS-44000145,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,,,,,,,,
CFIHOS-42000433,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000177,S704-FLD-319,Driven equipment interface,CFIHOS-44000146,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,,,,,,,,
CFIHOS-42000460,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000204,S704-FLD-352,Driven equipment interface,CFIHOS-44000147,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,,,,,,,,
CFIHOS-42000498,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000245,S733-FLD-94,Bearings,CFIHOS-44000148,CFIHOS-30000805,alternating current motor,CFIHOS-40000862,external axial loading on the motor shaft end,,,,,,,,
CFIHOS-42000388,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000132,S703-FLD-329,Duty,CFIHOS-44000149,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,,,,,,,,
CFIHOS-42000410,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000154,S703-FLD-352,Duty,CFIHOS-44000150,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,,,,,,,,
CFIHOS-42000433,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000177,S704-FLD-319,Driven equipment interface,CFIHOS-44000151,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,,,,,,,,
CFIHOS-42000460,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000204,S704-FLD-352,Driven equipment interface,CFIHOS-44000152,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,,,,,,,,
CFIHOS-42000498,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000245,S733-FLD-94,Bearings,CFIHOS-44000153,CFIHOS-30000805,alternating current motor,CFIHOS-40000861,external radial loading on the motor shaft end,,,,,,,,
CFIHOS-42000496,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000243,S733-FLD-92,Fan,CFIHOS-44000154,CFIHOS-30000805,alternating current motor,CFIHOS-40001390,fan impeller material,,,,,,,,
CFIHOS-42000428,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000172,S703-FLD-371,Converter-fed motor data,CFIHOS-44000155,CFIHOS-30000805,alternating current motor,CFIHOS-40001335,fine balancing above rated speed requirements,,,,,,,,
CFIHOS-42000453,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000197,S704-FLD-344,Vibration,CFIHOS-44000156,CFIHOS-30000805,alternating current motor,CFIHOS-40000901,first lateral critical speed,,,,,,,,
