tag class CFIHOS unique code,tag class name,property CFIHOS unique code,property name,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000105,analyser element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000286,anemometer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000397,antenna,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000108,attenuator,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000731,automatic switching equipment,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000060,compressibility factor Z at inlet,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000487,design specification,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000075,direction of rotation,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000550,lower limit design outlet temperature,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000219,lower limit operating suction pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000516,axial compressor,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000516,axial compressor,CFIHOS-40000505,lower limit operating volume flow rate,CFIHOS-60001463,cubic metre per hour,CFIHOS-60001171,standard cubic foot per minute
CFIHOS-30000516,axial compressor,CFIHOS-40000506,molecular weight,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000516,axial compressor,CFIHOS-40000272,normal operating inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000516,axial compressor,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000516,axial compressor,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000516,axial compressor,CFIHOS-40000289,normal operating volume flow rate (at normal operating pressure and normal operating temperature),CFIHOS-60001463,cubic metre per hour,CFIHOS-60001171,standard cubic foot per minute
CFIHOS-30000516,axial compressor,CFIHOS-40000309,operation continuous intermittent,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000373,specific heat ratio Cp/Cv at inlet,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000412,test medium,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000532,test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000516,axial compressor,CFIHOS-40000177,thermal insulation class,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000453,upper limit allowable speed,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000516,axial compressor,CFIHOS-40000572,upper limit design outlet temperature,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000573,upper limit design volume flow rate,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000466,upper limit operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000516,axial compressor,CFIHOS-40000575,upper limit operating outlet pressure,,,,
CFIHOS-30000516,axial compressor,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000398,axial displacement element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000398,axial displacement element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000109,axial displacement transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000110,balancing damper,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000638,actuation service,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000585,fire safe,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000806,ball control valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000806,ball control valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000806,ball control valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000806,ball control valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000807,ball valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000807,ball valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000807,ball valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000807,ball valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000012,autonomy time,CFIHOS-60001445,hour,CFIHOS-60001445,hour
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000318,battery back-up power supply unit,CFIHOS-40000331,rated short circuit current,CFIHOS-60001448,kiloampere,CFIHOS-60001448,kiloampere
CFIHOS-30000319,battery charger,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000319,battery charger,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000487,design specification,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000503,lower limit design temperature,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000293,normal volume flow rate,,,,
CFIHOS-30000562,belt conveyor,CFIHOS-40000536,upper limit design temperature,,,,
CFIHOS-30000609,blast rated wall,CFIHOS-40000177,thermal insulation class,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000808,block and bleed valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000808,block and bleed valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000808,block and bleed valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000808,block and bleed valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000635,blow down valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000635,blow down valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000635,blow down valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000635,blow down valve,CFIHOS-40000371,signal type,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000503,lower limit design temperature,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000535,upper limit design pressure,,,,
CFIHOS-30000003,blow out preventer,CFIHOS-40000536,upper limit design temperature,,,,
CFIHOS-30000518,blower,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000518,blower,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000518,blower,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000518,blower,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000518,blower,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000518,blower,CFIHOS-40000551,lower limit design pressure,,,,
CFIHOS-30000518,blower,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000518,blower,CFIHOS-40000556,lower limit operating pressure,,,,
CFIHOS-30000518,blower,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000518,blower,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000518,blower,CFIHOS-40000272,normal operating inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000518,blower,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000518,blower,CFIHOS-40000558,normal operating volume flow rate,,,,
CFIHOS-30000518,blower,CFIHOS-40000309,operation continuous intermittent,,,,
CFIHOS-30000518,blower,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000518,blower,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000518,blower,CFIHOS-40000573,upper limit design volume flow rate,,,,
CFIHOS-30000518,blower,CFIHOS-40000537,upper limit operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000518,blower,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000384,boiler,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000384,boiler,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000384,boiler,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000384,boiler,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000384,boiler,CFIHOS-40000178,insulation code,,,,
CFIHOS-30000384,boiler,CFIHOS-40000232,minimum design metal temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000384,boiler,CFIHOS-40000388,steam drum relief valve set pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000384,boiler,CFIHOS-40000403,superheater relief valve set pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000004,break glass unit,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000005,breathing apparatus,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000612,bus duct,CFIHOS-40000241,nominal current,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000612,bus duct,CFIHOS-40000603,operating voltage,,,,
CFIHOS-30000612,bus duct,CFIHOS-40000521,rated current,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000612,bus duct,CFIHOS-40000523,rated output power,CFIHOS-60001458,kilowatt,CFIHOS-65000001,electric-horsepower
CFIHOS-30000612,bus duct,CFIHOS-40000331,rated short circuit current,CFIHOS-60001448,kiloampere,CFIHOS-60001448,kiloampere
